id,displayName,description,icon,level,equipmentTier,weaponOwner,cargoSize,baseDamageMin,baseDamageMax,rangeMin,rangeMax,energyCostMin,energyCostMax,projectileLifetimeMin,projectileLifetimeMax,isHitscan,weaponType,damageType,targetingMode,projectilePrefabRef,usesAmmo,maxAmmoChargesMin,maxAmmoChargesMax
weapon_common_laser_silver_L04_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,4,Silver,PlayerAndRangers,6,15,19,6.99,7.73,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L04_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,4,Gold,PlayerAndRangers,5,17,22,7.41,8.19,1,3,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_bronze_L05_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,5,Bronze,PlayerAndRangers,8,14,18,6.75,7.46,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_silver_L05_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,5,Silver,PlayerAndRangers,7,17,21,7.11,7.85,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L05_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,5,Gold,PlayerAndRangers,6,20,24,7.54,8.32,1,3,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_bronze_L06_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,6,Bronze,PlayerAndRangers,9,15,20,6.86,7.58,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_silver_L06_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,6,Silver,PlayerAndRangers,8,18,24,7.22,7.98,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L06_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,6,Gold,PlayerAndRangers,7,21,28,7.65,8.46,1,3,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_bronze_L07_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,7,Bronze,PlayerAndRangers,10,17,22,6.96,7.7,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_silver_L07_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,7,Silver,PlayerAndRangers,9,20,26,7.33,8.11,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L07_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,7,Gold,PlayerAndRangers,8,23,30,7.77,8.6,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_bronze_L08_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,8,Bronze,PlayerAndRangers,11,19,24,7.08,7.82,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_silver_L08_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,8,Silver,PlayerAndRangers,10,22,28,7.45,8.23,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L08_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,8,Gold,PlayerAndRangers,9,25,32,7.9,8.72,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_bronze_L09_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,9,Bronze,PlayerAndRangers,12,21,26,7.18,7.94,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_silver_L09_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,9,Silver,PlayerAndRangers,11,25,31,7.56,8.36,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L09_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,9,Gold,PlayerAndRangers,10,29,36,8.01,8.86,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_bronze_L10_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,10,Bronze,PlayerAndRangers,13,23,28,7.3,8.06,5,7,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_silver_L10_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,10,Silver,PlayerAndRangers,12,27,33,7.68,8.48,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_laser_gold_L10_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,10,Gold,PlayerAndRangers,11,31,38,8.14,8.99,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0
weapon_common_pulse_bronze_L01_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,1,Bronze,PlayerAndRangers,5,4,6,5.42,5.98,2,4,3,5,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L01_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,1,Silver,PlayerAndRangers,4,5,7,5.7,6.3,1,3,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L01_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,1,Gold,PlayerAndRangers,3,6,8,6.04,6.68,0,2,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L02_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,2,Bronze,PlayerAndRangers,6,5,7,5.52,6.11,2,4,3,5,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L02_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,2,Silver,PlayerAndRangers,5,6,8,5.81,6.43,1,3,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L02_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,2,Gold,PlayerAndRangers,4,7,9,6.16,6.82,0,2,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L03_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,3,Bronze,PlayerAndRangers,7,7,8,5.63,6.22,2,4,3,5,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L03_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,3,Silver,PlayerAndRangers,6,8,10,5.93,6.55,1,3,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L03_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,3,Gold,PlayerAndRangers,5,9,12,6.29,6.94,0,2,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L04_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,4,Bronze,PlayerAndRangers,8,8,9,5.74,6.35,3,5,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L04_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,4,Silver,PlayerAndRangers,7,9,11,6.04,6.68,2,4,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L04_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,4,Gold,PlayerAndRangers,6,10,13,6.4,7.08,1,3,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L05_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,5,Bronze,PlayerAndRangers,9,8,11,5.85,6.46,3,5,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L05_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,5,Silver,PlayerAndRangers,8,9,13,6.16,6.8,2,4,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L05_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,5,Gold,PlayerAndRangers,7,10,15,6.53,7.21,1,3,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L06_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,6,Bronze,PlayerAndRangers,10,9,13,5.96,6.58,3,5,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L06_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,6,Silver,PlayerAndRangers,9,11,15,6.27,6.93,2,4,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L06_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,6,Gold,PlayerAndRangers,8,13,17,6.65,7.35,1,3,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L07_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,7,Bronze,PlayerAndRangers,11,10,14,6.06,6.71,4,6,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L07_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,7,Silver,PlayerAndRangers,10,12,16,6.38,7.06,3,5,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L07_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,7,Gold,PlayerAndRangers,9,14,18,6.76,7.48,2,4,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L08_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,8,Bronze,PlayerAndRangers,12,11,14,6.17,6.82,4,6,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L08_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,8,Silver,PlayerAndRangers,11,13,17,6.5,7.18,3,5,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L08_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,8,Gold,PlayerAndRangers,10,15,20,6.89,7.61,2,4,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L09_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,9,Bronze,PlayerAndRangers,13,13,16,6.28,6.94,4,6,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L09_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,9,Silver,PlayerAndRangers,12,15,19,6.61,7.31,3,5,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
