id,displayName,description,icon,level,equipmentTier,weaponOwner,cargoSize,baseDamageMin,baseDamageMax,rangeMin,rangeMax,energyCostMin,energyCostMax,projectileLifetimeMin,projectileLifetimeMax,isHitscan,weaponType,damageType,targetingMode,projectilePrefabRef,usesAmmo,maxAmmoChargesMin,maxAmmoChargesMax,autoDetectShotType,shotType,shotCount
weapon_common_laser_silver_L04_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,4,Silver,PlayerAndRangers,6,15,19,173.91,194.02,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L04_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,4,Gold,PlayerAndRangers,5,17,22,185.33,206.52,1,3,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_bronze_L05_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,5,Bronze,PlayerAndRangers,8,14,18,167.39,186.68,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_silver_L05_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,5,Silver,PlayerAndRangers,7,17,21,177.17,197.28,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L05_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,5,Gold,PlayerAndRangers,6,20,24,188.86,210.05,1,3,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_bronze_L06_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,6,Bronze,PlayerAndRangers,9,15,20,170.38,189.95,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_silver_L06_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,6,Silver,PlayerAndRangers,8,18,24,180.16,200.82,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L06_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,6,Gold,PlayerAndRangers,7,21,28,191.85,213.86,1,3,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_bronze_L07_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,7,Bronze,PlayerAndRangers,10,17,22,173.10,193.21,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_silver_L07_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,7,Silver,PlayerAndRangers,9,20,26,183.15,204.35,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L07_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,7,Gold,PlayerAndRangers,8,23,30,195.11,217.66,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_bronze_L08_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,8,Bronze,PlayerAndRangers,11,19,24,176.36,196.47,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_silver_L08_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,8,Silver,PlayerAndRangers,10,22,28,186.41,207.61,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L08_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,8,Gold,PlayerAndRangers,9,25,32,198.64,220.92,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_bronze_L09_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,9,Bronze,PlayerAndRangers,12,21,26,179.08,199.73,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_silver_L09_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,9,Silver,PlayerAndRangers,11,25,31,189.40,211.14,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L09_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,9,Gold,PlayerAndRangers,10,29,36,201.63,224.73,2,4,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_bronze_L10_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,10,Bronze,PlayerAndRangers,13,23,28,182.34,202.99,5,7,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_silver_L10_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,10,Silver,PlayerAndRangers,12,27,33,192.66,214.40,4,6,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_laser_gold_L10_01,Лазер,"Тонкий cyan-white лазерный луч для ранней игры. Быстрый, стабильный, простой для чтения. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_laser,10,Gold,PlayerAndRangers,11,31,38,205.16,228.26,3,5,1,1,True,Laser,Energy,SelectedTarget,prefab_weapon_common_laser_projectile,False,0,0,False,Beam,5
weapon_common_pulse_bronze_L01_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,1,Bronze,PlayerAndRangers,5,4,6,131.25,146.47,2,4,3,5,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L01_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,1,Silver,PlayerAndRangers,4,5,7,138.86,155.16,1,3,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L01_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,1,Gold,PlayerAndRangers,3,6,8,148.10,165.49,0,2,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L02_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,2,Bronze,PlayerAndRangers,6,5,7,133.97,150.00,2,4,3,5,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L02_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,2,Silver,PlayerAndRangers,5,6,8,141.85,158.70,1,3,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L02_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,2,Gold,PlayerAndRangers,4,7,9,151.36,169.29,0,2,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L03_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,3,Bronze,PlayerAndRangers,7,7,8,136.96,152.99,2,4,3,5,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L03_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,3,Silver,PlayerAndRangers,6,8,10,145.11,161.96,1,3,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L03_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,3,Gold,PlayerAndRangers,5,9,12,154.89,172.55,0,2,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L04_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,4,Bronze,PlayerAndRangers,8,8,9,139.95,156.52,3,5,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L04_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,4,Silver,PlayerAndRangers,7,9,11,148.10,165.49,2,4,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L04_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,4,Gold,PlayerAndRangers,6,10,13,157.88,176.36,1,3,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L05_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,5,Bronze,PlayerAndRangers,9,8,11,142.93,159.51,3,5,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L05_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,5,Silver,PlayerAndRangers,8,9,13,151.36,168.75,2,4,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L05_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,5,Gold,PlayerAndRangers,7,10,15,161.41,179.89,1,3,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L06_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,6,Bronze,PlayerAndRangers,10,9,13,145.92,162.77,3,5,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L06_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,6,Silver,PlayerAndRangers,9,11,15,154.35,172.28,2,4,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L06_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,6,Gold,PlayerAndRangers,8,13,17,164.67,183.70,1,3,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L07_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,7,Bronze,PlayerAndRangers,11,10,14,148.64,166.30,4,6,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L07_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,7,Silver,PlayerAndRangers,10,12,16,157.34,175.82,3,5,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L07_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,7,Gold,PlayerAndRangers,9,14,18,167.66,187.23,2,4,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_bronze_L08_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,8,Bronze,PlayerAndRangers,12,11,14,151.63,169.29,4,6,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_silver_L08_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,8,Silver,PlayerAndRangers,11,13,17,160.60,179.08,3,5,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
weapon_common_pulse_gold_L08_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,8,Gold,PlayerAndRangers,10,15,20,171.20,190.76,2,4,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0,False,RapidEnergyVolley,1
