id,displayName,description,level,groupKind,allyType,enemyFaction,strengthRank,strengthOrder,weaponOwner,weaponOwnerKey,variant,weaponCount,powerScore,tierPattern,familyPattern,weaponConfig01,weaponConfig02,weaponConfig03,weaponConfig04,weaponConfig05,actualWeaponCount,countCheck,strictLevelCheck,ownerCheck,referenceCheck,duplicateCheck,mixedTierCheck,allyOrderCheck,overallCheck,sourceBranch,sourceCsvPath,sourceNote
weapon_group_ally_military_L03_01,"Военные — уровень 3, вариант 1","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 3; weapon count: 2; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",3,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,1,2,509,Gold + Silver,missile + railgun,weapon_common_missile_gold_L03_01,weapon_common_railgun_silver_L03_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L03_02,"Военные — уровень 3, вариант 2","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 3; weapon count: 2; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",3,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,2,2,509,Gold + Silver,railgun + missile,weapon_common_railgun_gold_L03_01,weapon_common_missile_silver_L03_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L03_03,"Военные — уровень 3, вариант 3","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 3; weapon count: 2; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",3,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,3,2,508,Gold + Silver,plasma + missile,weapon_common_plasma_gold_L03_01,weapon_common_missile_silver_L03_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L03_04,"Военные — уровень 3, вариант 4","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 3; weapon count: 2; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",3,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,4,2,508,Gold + Silver,missile + plasma,weapon_common_missile_gold_L03_01,weapon_common_plasma_silver_L03_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L03_05,"Военные — уровень 3, вариант 5","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 3; weapon count: 2; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",3,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,5,2,507,Gold + Silver,railgun + plasma,weapon_common_railgun_gold_L03_01,weapon_common_plasma_silver_L03_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L04_01,"Военные — уровень 4, вариант 1","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,1,2,509,Gold + Silver,missile + railgun,weapon_common_missile_gold_L04_01,weapon_common_railgun_silver_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L04_02,"Военные — уровень 4, вариант 2","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,2,2,509,Gold + Silver,railgun + missile,weapon_common_railgun_gold_L04_01,weapon_common_missile_silver_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L04_03,"Военные — уровень 4, вариант 3","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,3,2,508,Gold + Silver,plasma + missile,weapon_common_plasma_gold_L04_01,weapon_common_missile_silver_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L04_04,"Военные — уровень 4, вариант 4","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,4,2,508,Gold + Silver,missile + plasma,weapon_common_missile_gold_L04_01,weapon_common_plasma_silver_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L04_05,"Военные — уровень 4, вариант 5","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,5,2,507,Gold + Silver,railgun + plasma,weapon_common_railgun_gold_L04_01,weapon_common_plasma_silver_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L05_01,"Военные — уровень 5, вариант 1","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,1,3,812,Gold + Silver + Gold,missile + railgun + plasma,weapon_common_missile_gold_L05_01,weapon_common_railgun_silver_L05_01,weapon_common_plasma_gold_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L05_02,"Военные — уровень 5, вариант 2","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,2,3,811,Gold + Silver + Gold,railgun + missile + laser,weapon_common_railgun_gold_L05_01,weapon_common_missile_silver_L05_01,weapon_common_laser_gold_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L05_03,"Военные — уровень 5, вариант 3","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,3,3,812,Gold + Silver + Gold,plasma + missile + railgun,weapon_common_plasma_gold_L05_01,weapon_common_missile_silver_L05_01,weapon_common_railgun_gold_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L05_04,"Военные — уровень 5, вариант 4","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,4,3,810,Gold + Silver + Gold,missile + plasma + laser,weapon_common_missile_gold_L05_01,weapon_common_plasma_silver_L05_01,weapon_common_laser_gold_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L05_05,"Военные — уровень 5, вариант 5","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,5,3,812,Gold + Silver + Gold,railgun + plasma + missile,weapon_common_railgun_gold_L05_01,weapon_common_plasma_silver_L05_01,weapon_common_missile_gold_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L06_01,"Военные — уровень 6, вариант 1","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,1,3,812,Gold + Silver + Gold,missile + railgun + plasma,weapon_common_missile_gold_L06_01,weapon_common_railgun_silver_L06_01,weapon_common_plasma_gold_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L06_02,"Военные — уровень 6, вариант 2","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,2,3,811,Gold + Silver + Gold,railgun + missile + laser,weapon_common_railgun_gold_L06_01,weapon_common_missile_silver_L06_01,weapon_common_laser_gold_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L06_03,"Военные — уровень 6, вариант 3","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,3,3,812,Gold + Silver + Gold,plasma + missile + railgun,weapon_common_plasma_gold_L06_01,weapon_common_missile_silver_L06_01,weapon_common_railgun_gold_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L06_04,"Военные — уровень 6, вариант 4","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,4,3,810,Gold + Silver + Gold,missile + plasma + laser,weapon_common_missile_gold_L06_01,weapon_common_plasma_silver_L06_01,weapon_common_laser_gold_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L06_05,"Военные — уровень 6, вариант 5","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,5,3,812,Gold + Silver + Gold,railgun + plasma + missile,weapon_common_railgun_gold_L06_01,weapon_common_plasma_silver_L06_01,weapon_common_missile_gold_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L07_01,"Военные — уровень 7, вариант 1","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,1,4,1014,Gold + Silver + Gold + Silver,missile + railgun + plasma + laser,weapon_common_missile_gold_L07_01,weapon_common_railgun_silver_L07_01,weapon_common_plasma_gold_L07_01,weapon_common_laser_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L07_02,"Военные — уровень 7, вариант 2","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,2,4,1014,Gold + Silver + Gold + Silver,railgun + missile + laser + plasma,weapon_common_railgun_gold_L07_01,weapon_common_missile_silver_L07_01,weapon_common_laser_gold_L07_01,weapon_common_plasma_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L07_03,"Военные — уровень 7, вариант 3","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,3,4,1014,Gold + Silver + Gold + Silver,plasma + missile + railgun + laser,weapon_common_plasma_gold_L07_01,weapon_common_missile_silver_L07_01,weapon_common_railgun_gold_L07_01,weapon_common_laser_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_military_L07_04,"Военные — уровень 7, вариант 4","Сильнейшие союзные боевые группы: тяжёлое и дальнобойное оружие, высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Military,,5,1 — strongest ally,PlayerAndRangers,common,4,4,1014,Gold + Silver + Gold + Silver,missile + plasma + laser + railgun,weapon_common_missile_gold_L07_01,weapon_common_plasma_silver_L07_01,weapon_common_laser_gold_L07_01,weapon_common_railgun_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
